Parametro;Periodo 1;Periodo 2;Periodo 3;Periodo 4;Periodo 5;Periodo 6;Periodo 7;Periodo 8;Periodo 9;Periodo 10;Periodo 11;Periodo 12
Probabilidade;1;;;;;;;;;;;
